,NC_008261.1,NC_008593.1,NC_012778.1,NC_013520.1,NC_017581.1,NC_022571.1,NC_022878.1,NZ_AJXO01000022.1,NZ_ALKL01000008.1,NZ_ALKL01000014.1,NZ_ANBY01000001.1,NZ_AP012324.1,NZ_ATVU01000030.1,NZ_AUJC01000001.1,NZ_AUJC01000004.1,NZ_AUJC01000005.1,NZ_AUJC01000006.1,NZ_AUJC01000007.1,NZ_AUJC01000008.1,NZ_AUJC01000009.1,NZ_AUJC01000010.1,NZ_AUJC01000011.1,NZ_AUJC01000014.1,NZ_AUJC01000015.1,NZ_AUJC01000016.1,NZ_AUJC01000017.1,NZ_AUJC01000018.1,NZ_AUJC01000019.1,NZ_AUJC01000021.1,NZ_AUJC01000022.1,NZ_AUJC01000026.1,NZ_AUJC01000028.1,NZ_AUJC01000032.1,NZ_AUJL01000009.1,NZ_AUJL01000027.1,NZ_AVSV01000003.1,NZ_AVSV01000035.1,NZ_AZYX01000007.1,NZ_AZYX01000010.1,NZ_AZYX01000012.1,NZ_AZYX01000017.1,NZ_AZYX01000018.1,NZ_AZYX01000019.1,NZ_AZYX01000021.1,NZ_AZYX01000022.1,NZ_BAEW01000017.1,NZ_BAHP02000065.1,NZ_BBDW01000023.1,NZ_BBXI01000002.1,NZ_BBXI01000008.1,NZ_BBXI01000009.1,NZ_BEWZ01000002.1,NZ_BEWZ01000007.1,NZ_CBYM010000001.1,NZ_CBYM010000002.1,NZ_CBYM010000003.1,NZ_CBYM010000005.1,NZ_CBYM010000006.1,NZ_CBYM010000007.1,NZ_CBYM010000008.1,NZ_CBYM010000010.1,NZ_CBYM010000012.1,NZ_CBYM010000013.1,NZ_CBYM010000014.1,NZ_CBYM010000018.1,NZ_CBYM010000020.1,NZ_CBYM010000023.1,NZ_CBYM010000024.1,NZ_CBYM010000025.1,NZ_CBYM010000027.1,NZ_CBYM010000028.1,NZ_CBYM010000029.1,NZ_CBYM010000033.1,NZ_CBYM010000035.1,NZ_CBYM010000051.1,NZ_CBYM010000053.1,NZ_CBYM010000055.1,NZ_CBYM010000056.1,NZ_CBYM010000059.1,NZ_CBYM010000065.1,NZ_CBYM010000080.1,NZ_CBYM010000082.1,NZ_CBYM010000087.1,NZ_CBYM010000097.1,NZ_CCAT010000057.1,NZ_CCFF01000016.1,NZ_CDPP01000006.1,NZ_CP006905.1,NZ_CP012098.1,NZ_CP022930.1,NZ_CP025223.1,NZ_CYZX01000005.1,NZ_CYZX01000010.1,NZ_CYZX01000023.1,NZ_CYZX01000030.1,NZ_DF967922.1,NZ_DS499556.1,NZ_DS499562.1,NZ_DS499564.1,NZ_DS499566.1,NZ_DS499567.1,NZ_DS499568.1,NZ_DS499569.1,NZ_FBWL01000046.1,NZ_FBWL01000066.1,NZ_FBWL01000074.1,NZ_FBWL01000140.1,NZ_FBWN01000005.1,NZ_FBWN01000008.1,NZ_FBWN01000012.1,NZ_FBWN01000029.1,NZ_FBWN01000035.1,NZ_FBWN01000053.1,NZ_FBWN01000059.1,NZ_FBWN01000062.1,NZ_FBWN01000065.1,NZ_FBWN01000071.1,NZ_FBWN01000081.1,NZ_FBWN01000087.1,NZ_FBWN01000090.1,NZ_FBWN01000094.1,NZ_FBWN01000097.1,NZ_FBWN01000109.1,NZ_FBWN01000123.1,NZ_FBWN01000135.1,NZ_FBWN01000140.1,NZ_FBWN01000160.1,NZ_FBWN01000162.1,NZ_FBWN01000164.1,NZ_FBWN01000168.1,NZ_FBWN01000180.1,NZ_FBWN01000181.1,NZ_FBWN01000184.1,NZ_FBWN01000205.1,NZ_FBWN01000207.1,NZ_FBWN01000233.1,NZ_FBWN01000240.1,NZ_FBWN01000242.1,NZ_FBWN01000253.1,NZ_FBWN01000262.1,NZ_FBWN01000264.1,NZ_FBWN01000267.1,NZ_FBWN01000269.1,NZ_FBWN01000272.1,NZ_FBWN01000273.1,NZ_FBWN01000274.1,NZ_FBWN01000275.1,NZ_FBWN01000276.1,NZ_FBWN01000292.1,NZ_FBWN01000295.1,NZ_FBWN01000296.1,NZ_FBWN01000303.1,NZ_FBWO01000143.1,NZ_FJTZ01000011.1,NZ_FLTT01000008.1,NZ_FLTT01000062.1,NZ_FNJM01000016.1,NZ_FOHR01000003.1,NZ_FPBY01000003.1,NZ_FPBY01000021.1,NZ_FQVM01000008.1,NZ_FQVM01000041.1,NZ_FQXP01000004.1,NZ_FQXP01000009.1,NZ_FQZB01000016.1,NZ_FQZO01000012.1,NZ_FRAD01000008.1,NZ_GG662007.1,NZ_GG770199.1,NZ_GG770200.1,NZ_GG770201.1,NZ_GG770202.1,NZ_GG770204.1,NZ_GG770215.1,NZ_GG770216.1,NZ_GG770217.1,NZ_GG770218.1,NZ_GL538354.1,NZ_GL698449.1,NZ_GL698450.1,NZ_JALT01000009.1,NZ_JALT01000018.1,NZ_JAPX01000011.1,NZ_JAPX01000014.1,NZ_JAPX01000033.1,NZ_JAPX01000038.1,NZ_JFVK01000117.1,NZ_JFVK01000129.1,NZ_JFVK01000184.1,NZ_JH815221.1,NZ_JH815222.1,NZ_JMGB01000001.1,NZ_JNKU01000050.1,NZ_JNWO01000070.1,NZ_JOAW01000830.1,NZ_JOFQ01000032.1,NZ_JOFQ01000045.1,NZ_JOHP01000080.1,NZ_JOHU01000075.1,NZ_JOIP01000046.1,NZ_JOIX01000157.1,NZ_JOIX01000158.1,NZ_JQLU01000002.1,NZ_JQMW01000011.1,NZ_JRMM01000360.1,NZ_JVGR01000030.1,NZ_JVOE01000001.1,NZ_JVOE01000009.1,NZ_JVOE01000010.1,NZ_JVOE01000012.1,NZ_JVOE01000016.1,NZ_JVOE01000017.1,NZ_JVOE01000019.1,NZ_JVOE01000027.1,NZ_JVOE01000034.1,NZ_JVOE01000039.1,NZ_JVOE01000041.1,NZ_JVOE01000045.1,NZ_JVOE01000047.1,NZ_JVOE01000052.1,NZ_JVOE01000056.1,NZ_JVOE01000057.1,NZ_JVOE01000058.1,NZ_JVOE01000064.1,NZ_JVOE01000070.1,NZ_JVOE01000071.1,NZ_JVOE01000075.1,NZ_JVOE01000076.1,NZ_JVOE01000078.1,NZ_JVOE01000082.1,NZ_JVOE01000083.1,NZ_JVOE01000084.1,NZ_JVOE01000085.1,NZ_JVOE01000089.1,NZ_JVOE01000092.1,NZ_JVOE01000094.1,NZ_JVOE01000095.1,NZ_JVOE01000097.1,NZ_JVOE01000098.1,NZ_JVOE01000100.1,NZ_JVOE01000102.1,NZ_JVOE01000104.1,NZ_JVOE01000106.1,NZ_JVOE01000108.1,NZ_JVOE01000115.1,NZ_JVOE01000118.1,NZ_JVOE01000119.1,NZ_JVOE01000120.1,NZ_JVOE01000121.1,NZ_JVOE01000122.1,NZ_JVOE01000127.1,NZ_JVOE01000136.1,NZ_JVOE01000137.1,NZ_JVOE01000138.1,NZ_JVOE01000139.1,NZ_JVOE01000150.1,NZ_JVOE01000156.1,NZ_JVVG01000048.1,NZ_JWBQ01000004.1,NZ_JWBQ01000007.1,NZ_JWBQ01000012.1,NZ_JWBQ01000013.1,NZ_JWBQ01000018.1,NZ_JWBQ01000021.1,NZ_JWBQ01000023.1,NZ_JWBQ01000027.1,NZ_JWBQ01000028.1,NZ_JWBQ01000029.1,NZ_JWBQ01000031.1,NZ_JWBQ01000033.1,NZ_JWBQ01000039.1,NZ_JWBQ01000041.1,NZ_JWBQ01000045.1,NZ_JWBQ01000046.1,NZ_JWBQ01000047.1,NZ_JWBQ01000050.1,NZ_JWBQ01000051.1,NZ_JWBQ01000052.1,NZ_JWBQ01000054.1,NZ_JWBQ01000055.1,NZ_JWBQ01000056.1,NZ_JWBQ01000057.1,NZ_JWBQ01000058.1,NZ_JWBQ01000060.1,NZ_JWBQ01000066.1,NZ_JWBQ01000067.1,NZ_JWBQ01000070.1,NZ_JWBQ01000072.1,NZ_JWBQ01000074.1,NZ_KB291681.1,NZ_KE136487.1,NZ_KE150483.1,NZ_KE351647.1,NZ_KE384122.1,NZ_KE384123.1,NZ_KE384148.1,NZ_KI271111.1,NZ_KQ130514.1,NZ_KQ235823.1,NZ_KQ235824.1,NZ_KQ235825.1,NZ_KQ958055.1,NZ_KQ958093.1,NZ_KQ958122.1,NZ_KQ960690.1,NZ_KQ960697.1,NZ_KQ960701.1,NZ_KQ960703.1,NZ_KQ960709.1,NZ_KQ960710.1,NZ_KQ960720.1,NZ_KQ960724.1,NZ_KQ960733.1,NZ_KQ960735.1,NZ_KQ960737.1,NZ_KQ960739.1,NZ_KQ960741.1,NZ_KQ960742.1,NZ_KQ968939.1,NZ_KV804879.1,NZ_KV805527.1,NZ_KV805529.1,NZ_KV805531.1,NZ_KV805535.1,NZ_KV805536.1,NZ_KV805543.1,NZ_KV805544.1,NZ_KV805549.1,NZ_KV805551.1,NZ_KV805554.1,NZ_KV805556.1,NZ_KV805560.1,NZ_KV805561.1,NZ_KV805562.1,NZ_KV805568.1,NZ_KV805570.1,NZ_KV805578.1,NZ_KV805579.1,NZ_KV805588.1,NZ_KV805602.1,NZ_KV810846.1,NZ_KV811958.1,NZ_KV811962.1,NZ_KV811965.1,NZ_KV811969.1,NZ_KV811972.1,NZ_KV811974.1,NZ_KV811979.1,NZ_KV811980.1,NZ_KV811983.1,NZ_KV811985.1,NZ_KV811986.1,NZ_KV811987.1,NZ_KV811988.1,NZ_KV811989.1,NZ_KV811991.1,NZ_KV811992.1,NZ_KV811994.1,NZ_KV812392.1,NZ_KV814975.1,NZ_KV814994.1,NZ_KV814996.1,NZ_KV815211.1,NZ_KV815233.1,NZ_KV817164.1,NZ_KV828772.1,NZ_KV832350.1,NZ_KV834897.1,NZ_KV840950.1,NZ_LATB01000053.1,NZ_LBMX01000011.1,NZ_LBMX01000053.1,NZ_LM994634.1,NZ_LM994668.1,NZ_LM994670.1,NZ_LN849007.1,NZ_LN876614.1,NZ_LN876616.1,NZ_LN876619.1,NZ_LN890319.1,NZ_LN890328.1,NZ_LN929894.1,NZ_LSGP01000010.1,NZ_LSIX01000427.1,NZ_LSKH01000332.1,NZ_LT575472.1,NZ_LT594785.1,NZ_LT598663.1,NZ_LT827126.1,NZ_LT906470.1,NZ_LTAY01000010.1,NZ_LZSZ01000039.1,NZ_LZTC01000002.1,NZ_LZTC01000035.1,NZ_LZTC01000052.1,NZ_LZTC01000090.1,NZ_MDGU01000003.1,NZ_MDGU01000004.1,NZ_MDGU01000027.1,NZ_MDJQ01000001.1,NZ_MDJQ01000024.1,NZ_MIJZ01000012.1,NZ_MIJZ01000013.1,NZ_MJIQ01000075.1,NZ_MJIR01000015.1,NZ_MJIR01000025.1,NZ_MJIR01000026.1,NZ_MJIR01000035.1,NZ_MJIR01000043.1,NZ_MJIR01000046.1,NZ_MJIR01000058.1,NZ_MJIR01000084.1,NZ_MJIR01000103.1,NZ_MOEP01000349.1,NZ_MTLA01000573.1,NZ_MZGT01000004.1,NZ_MZGT01000141.1,NZ_NGLG01000001.1,NZ_NGLG01000002.1,NZ_NGLI01000001.1,NZ_NGMM01000001.1,NZ_NIBP01000001.1,NZ_NIBP01000003.1,NZ_NJIE01000021.1,NZ_OAOF01000042.1,NZ_OBJV01000001.1,NZ_OBJV01000004.1,NZ_OBJV01000008.1,NZ_OBJV01000018.1
NZ_KV805529.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
NZ_KV805531.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_KV805535.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_KV805536.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_KV805543.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_KV805544.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_KV805549.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_KV805551.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,2.0,,1.0,,,,,1.0,,,2.0,,2.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
NZ_KV805554.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_KV805556.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
NZ_KV805560.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,4.0,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_KV805561.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_KV805562.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_KV805568.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_KV805570.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_KV805578.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_KV805579.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
NZ_KV805588.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
